customer_id,loyalty_score,product_id,product_category,purchase_count
C1,7,P02,house,2
C1,7,P03,house,1
C1,7,P05,house,3
C1,7,P06,house,1
C1,7,P07,house,2
C1,7,P08,house,1
C1,7,P09,house,2
C1,7,P10,house,2
C1,7,P11,house,3
C1,7,P22,fruit_veg,4
C1,7,P24,fruit_veg,2
C1,7,P26,fruit_veg,2
C1,7,P27,fruit_veg,1
C1,7,P28,fruit_veg,1
C1,7,P29,fruit_veg,2
C1,7,P31,fruit_veg,1
C1,7,P32,fruit_veg,1
C1,7,P35,sweets,4
C1,7,P36,sweets,4
C1,7,P37,sweets,2
C1,7,P38,sweets,4
C1,7,P39,sweets,1
C1,7,P40,sweets,3
C1,7,P41,food,1
C1,7,P46,food,2
C1,7,P49,food,2
C1,7,P52,food,1
C1,7,P53,food,1
C1,7,P57,food,1
C10,5,P03,house,1
C10,5,P05,house,1
C10,5,P06,house,1
C10,5,P08,house,1
C10,5,P11,house,2
C10,5,P41,food,1
C10,5,P42,food,1
C10,5,P43,food,2
C10,5,P47,food,1
C10,5,P52,food,1
C10,5,P54,food,2
C10,5,P55,food,1
C100,8,P23,fruit_veg,1
C100,8,P24,fruit_veg,1
C100,8,P25,fruit_veg,1
C100,8,P26,fruit_veg,2
C100,8,P27,fruit_veg,3
C100,8,P29,fruit_veg,1
C100,8,P30,fruit_veg,2
C100,8,P32,fruit_veg,3
C100,8,P33,fruit_veg,1
C100,8,P34,fruit_veg,1
C100,8,P36,sweets,1
C100,8,P37,sweets,3
C100,8,P39,sweets,5
C100,8,P40,sweets,2
C100,8,P41,food,1
C100,8,P42,food,1
C100,8,P45,food,1
C100,8,P48,food,1
C100,8,P49,food,2
C100,8,P51,food,2
C100,8,P52,food,1
C100,8,P54,food,1
C100,8,P55,food,1
C100,8,P61,bws,2
C100,8,P62,bws,1
C100,8,P63,bws,3
C100,8,P64,bws,3
C101,2,P22,fruit_veg,4
C101,2,P24,fruit_veg,1
C101,2,P25,fruit_veg,2
C101,2,P26,fruit_veg,3
C101,2,P27,fruit_veg,7
C101,2,P29,fruit_veg,1
C101,2,P31,fruit_veg,1
C101,2,P32,fruit_veg,1
C101,2,P33,fruit_veg,1
C101,2,P34,fruit_veg,1
C102,1,P23,fruit_veg,2
C102,1,P24,fruit_veg,4
C102,1,P25,fruit_veg,5
C102,1,P27,fruit_veg,3
C102,1,P28,fruit_veg,1
C102,1,P30,fruit_veg,2
C102,1,P31,fruit_veg,1
C102,1,P32,fruit_veg,1
C102,1,P33,fruit_veg,1
C102,1,P34,fruit_veg,1
C102,1,P35,sweets,3
C102,1,P36,sweets,1
C102,1,P38,sweets,1
C102,1,P39,sweets,2
C102,1,P45,food,2
C102,1,P48,food,1
C102,1,P49,food,1
C102,1,P52,food,1
C102,1,P54,food,1
C102,1,P55,food,1
C102,1,P58,food,1
C102,1,P60,food,1
C103,7,P41,food,1
C103,7,P42,food,3
C103,7,P43,food,1
C103,7,P44,food,2
C103,7,P45,food,1
C103,7,P48,food,5
C103,7,P49,food,1
C103,7,P50,food,3
C103,7,P51,food,3
C103,7,P52,food,1
C103,7,P53,food,2
C103,7,P54,food,1
C103,7,P55,food,3
C103,7,P57,food,3
C103,7,P58,food,4
C103,7,P59,food,2
C103,7,P60,food,1
C104,7,P22,fruit_veg,1
C104,7,P23,fruit_veg,1
C104,7,P24,fruit_veg,1
C104,7,P26,fruit_veg,1
C104,7,P28,fruit_veg,1
C104,7,P29,fruit_veg,1
C104,7,P31,fruit_veg,1
C104,7,P32,fruit_veg,1
C104,7,P33,fruit_veg,1
C104,7,P34,fruit_veg,1
C104,7,P42,food,3
C104,7,P43,food,2
C104,7,P44,food,1
C104,7,P45,food,2
C104,7,P46,food,1
C104,7,P47,food,1
C104,7,P49,food,1
C104,7,P50,food,3
C104,7,P51,food,1
C104,7,P53,food,1
C104,7,P55,food,2
C104,7,P57,food,2
C104,7,P58,food,2
C104,7,P59,food,2
C104,7,P60,food,1
C105,8,P01,house,2
C105,8,P04,house,2
C105,8,P06,house,1
C105,8,P09,house,2
C105,8,P10,house,1
C105,8,P11,house,1
C105,8,P13,clothes,1
C105,8,P19,clothes,1
C106,5,P22,fruit_veg,4
C106,5,P23,fruit_veg,3
C106,5,P24,fruit_veg,4
C106,5,P25,fruit_veg,1
C106,5,P26,fruit_veg,3
C106,5,P27,fruit_veg,2
C106,5,P31,fruit_veg,2
C106,5,P32,fruit_veg,5
C106,5,P33,fruit_veg,3
C106,5,P34,fruit_veg,4
C106,5,P35,sweets,2
C106,5,P36,sweets,6
C106,5,P37,sweets,3
C106,5,P38,sweets,4
C106,5,P39,sweets,8
C106,5,P40,sweets,2
C107,3,P43,food,2
C107,3,P45,food,1
C107,3,P46,food,1
C107,3,P48,food,2
C107,3,P49,food,2
C107,3,P51,food,2
C107,3,P56,food,1
C107,3,P58,food,1
C107,3,P59,food,1
C107,3,P60,food,1
C108,8,P23,fruit_veg,1
C108,8,P24,fruit_veg,1
C108,8,P25,fruit_veg,1
C108,8,P26,fruit_veg,1
C108,8,P28,fruit_veg,1
C108,8,P29,fruit_veg,1
C108,8,P30,fruit_veg,2
C108,8,P31,fruit_veg,1
C108,8,P34,fruit_veg,3
C108,8,P35,sweets,4
C108,8,P36,sweets,6
C108,8,P37,sweets,10
C108,8,P38,sweets,6
C108,8,P39,sweets,3
C108,8,P40,sweets,3
C109,6,P13,clothes,1
C109,6,P14,clothes,1
C109,6,P15,clothes,2
C109,6,P16,clothes,2
C109,6,P17,clothes,3
C109,6,P18,clothes,1
C109,6,P19,clothes,6
C109,6,P20,clothes,2
C109,6,P21,clothes,3
C109,6,P23,fruit_veg,1
C109,6,P24,fruit_veg,3
C109,6,P25,fruit_veg,3
C109,6,P26,fruit_veg,1
C109,6,P28,fruit_veg,1
C109,6,P29,fruit_veg,2
C109,6,P30,fruit_veg,3
C109,6,P31,fruit_veg,2
C109,6,P32,fruit_veg,3
C109,6,P33,fruit_veg,2
C11,4,P03,house,1
C11,4,P05,house,1
C11,4,P07,house,1
C11,4,P09,house,1
C11,4,P10,house,1
C11,4,P12,house,1
C11,4,P22,fruit_veg,1
C11,4,P24,fruit_veg,3
C11,4,P25,fruit_veg,1
C11,4,P28,fruit_veg,3
C11,4,P30,fruit_veg,3
C11,4,P34,fruit_veg,3
C11,4,P35,sweets,1
C11,4,P37,sweets,4
C11,4,P38,sweets,2
C11,4,P39,sweets,1
C11,4,P40,sweets,2
C110,3,P13,clothes,2
C110,3,P14,clothes,1
C110,3,P15,clothes,1
C110,3,P16,clothes,1
C110,3,P18,clothes,2
C110,3,P19,clothes,1
C110,3,P20,clothes,3
C110,3,P21,clothes,2
C110,3,P35,sweets,1
C110,3,P37,sweets,1
C110,3,P38,sweets,2
C110,3,P39,sweets,1
C111,1,P22,fruit_veg,5
C111,1,P23,fruit_veg,8
C111,1,P24,fruit_veg,3
C111,1,P25,fruit_veg,8
C111,1,P26,fruit_veg,7
C111,1,P27,fruit_veg,2
C111,1,P28,fruit_veg,5
C111,1,P29,fruit_veg,3
C111,1,P30,fruit_veg,2
C111,1,P31,fruit_veg,4
C111,1,P32,fruit_veg,5
C111,1,P33,fruit_veg,3
C111,1,P34,fruit_veg,3
C112,3,P23,fruit_veg,2
C112,3,P28,fruit_veg,1
C112,3,P41,food,1
C112,3,P45,food,2
C112,3,P47,food,2
C112,3,P49,food,1
C112,3,P57,food,1
C112,3,P58,food,1
C112,3,P61,bws,2
C113,5,P35,sweets,4
C113,5,P36,sweets,5
C113,5,P37,sweets,4
C113,5,P38,sweets,6
C113,5,P39,sweets,5
C113,5,P40,sweets,3
C113,5,P61,bws,1
C113,5,P62,bws,1
C113,5,P64,bws,5
C114,3,P22,fruit_veg,1
C114,3,P34,fruit_veg,1
C114,3,P42,food,1
C114,3,P45,food,1
C114,3,P48,food,1
C114,3,P51,food,1
C114,3,P52,food,2
C114,3,P56,food,1
C114,3,P58,food,1
C115,1,P24,fruit_veg,2
C115,1,P25,fruit_veg,3
C115,1,P27,fruit_veg,1
C115,1,P28,fruit_veg,3
C115,1,P30,fruit_veg,4
C115,1,P31,fruit_veg,4
C115,1,P33,fruit_veg,3
C115,1,P34,fruit_veg,1
C115,1,P41,food,1
C115,1,P43,food,2
C115,1,P44,food,2
C115,1,P50,food,1
C115,1,P53,food,1
C115,1,P56,food,2
C115,1,P58,food,2
C115,1,P61,bws,1
C115,1,P62,bws,2
C115,1,P63,bws,1
C115,1,P64,bws,2
C116,5,P01,house,2
C116,5,P04,house,1
C116,5,P07,house,1
C116,5,P13,clothes,1
C116,5,P14,clothes,1
C116,5,P15,clothes,2
C116,5,P17,clothes,1
C116,5,P18,clothes,1
C116,5,P20,clothes,1
C116,5,P21,clothes,1
C116,5,P41,food,1
C116,5,P45,food,1
C116,5,P46,food,1
C116,5,P48,food,1
C116,5,P57,food,1
C116,5,P59,food,1
C116,5,P60,food,1
C117,10,P35,sweets,2
C117,10,P36,sweets,8
C117,10,P37,sweets,5
C117,10,P38,sweets,4
C117,10,P39,sweets,6
C117,10,P40,sweets,9
C118,7,P22,fruit_veg,1
C118,7,P23,fruit_veg,1
C118,7,P24,fruit_veg,3
C118,7,P25,fruit_veg,3
C118,7,P26,fruit_veg,4
C118,7,P27,fruit_veg,2
C118,7,P28,fruit_veg,2
C118,7,P29,fruit_veg,1
C118,7,P31,fruit_veg,1
C118,7,P32,fruit_veg,1
C118,7,P33,fruit_veg,2
C118,7,P34,fruit_veg,3
C118,7,P35,sweets,3
C118,7,P36,sweets,5
C118,7,P37,sweets,4
C118,7,P38,sweets,2
C118,7,P39,sweets,5
C118,7,P40,sweets,2
C119,7,P01,house,1
C119,7,P02,house,1
C119,7,P03,house,1
C119,7,P04,house,1
C119,7,P05,house,2
C119,7,P06,house,1
C119,7,P07,house,3
C119,7,P08,house,1
C119,7,P09,house,2
C119,7,P12,house,4
C119,7,P24,fruit_veg,2
C119,7,P27,fruit_veg,2
C119,7,P29,fruit_veg,2
C119,7,P32,fruit_veg,2
C119,7,P34,fruit_veg,2
C119,7,P35,sweets,2
C119,7,P36,sweets,2
C119,7,P38,sweets,2
C119,7,P39,sweets,1
C119,7,P40,sweets,4
C119,7,P41,food,1
C119,7,P43,food,2
C119,7,P47,food,2
C119,7,P48,food,1
C119,7,P50,food,2
C119,7,P51,food,3
C119,7,P52,food,1
C119,7,P54,food,1
C119,7,P55,food,1
C119,7,P56,food,2
C119,7,P57,food,1
C119,7,P58,food,1
C12,8,P22,fruit_veg,1
C12,8,P23,fruit_veg,1
C12,8,P25,fruit_veg,1
C12,8,P26,fruit_veg,1
C12,8,P27,fruit_veg,2
C12,8,P28,fruit_veg,1
C12,8,P29,fruit_veg,2
C12,8,P33,fruit_veg,1
C12,8,P34,fruit_veg,1
C12,8,P47,food,1
C12,8,P50,food,1
C12,8,P51,food,1
C12,8,P52,food,1
C12,8,P54,food,1
C12,8,P55,food,1
C12,8,P59,food,1
C120,9,P08,house,1
C120,9,P11,house,2
C120,9,P22,fruit_veg,1
C120,9,P24,fruit_veg,2
C120,9,P27,fruit_veg,1
C120,9,P28,fruit_veg,1
C120,9,P29,fruit_veg,1
C120,9,P31,fruit_veg,1
C120,9,P35,sweets,2
C120,9,P37,sweets,1
C120,9,P39,sweets,1
C120,9,P43,food,1
C120,9,P46,food,1
C120,9,P47,food,1
C120,9,P55,food,1
C121,10,P02,house,1
C121,10,P04,house,1
C121,10,P06,house,3
C121,10,P08,house,2
C121,10,P10,house,1
C121,10,P22,fruit_veg,2
C121,10,P23,fruit_veg,2
C121,10,P24,fruit_veg,1
C121,10,P25,fruit_veg,1
C121,10,P30,fruit_veg,2
C121,10,P33,fruit_veg,1
C121,10,P34,fruit_veg,1
C122,10,P22,fruit_veg,1
C122,10,P23,fruit_veg,1
C122,10,P24,fruit_veg,1
C122,10,P25,fruit_veg,1
C122,10,P26,fruit_veg,1
C122,10,P27,fruit_veg,1
C122,10,P28,fruit_veg,1
C122,10,P30,fruit_veg,1
C122,10,P31,fruit_veg,1
C122,10,P32,fruit_veg,1
C122,10,P35,sweets,2
C122,10,P36,sweets,2
C122,10,P37,sweets,8
C122,10,P39,sweets,3
C122,10,P40,sweets,1
C122,10,P61,bws,3
C122,10,P62,bws,4
C122,10,P64,bws,3
C123,3,P35,sweets,2
C123,3,P36,sweets,2
C123,3,P37,sweets,1
C123,3,P38,sweets,4
C123,3,P39,sweets,2
C123,3,P40,sweets,1
C123,3,P41,food,1
C123,3,P42,food,3
C123,3,P45,food,1
C123,3,P46,food,2
C123,3,P47,food,1
C123,3,P48,food,2
C123,3,P50,food,2
C123,3,P53,food,1
C123,3,P55,food,2
C123,3,P57,food,2
C123,3,P60,food,2
C124,7,P35,sweets,1
C124,7,P36,sweets,3
C124,7,P37,sweets,3
C124,7,P38,sweets,1
C124,7,P39,sweets,2
C124,7,P40,sweets,3
C125,1,P26,fruit_veg,1
C125,1,P33,fruit_veg,1
C125,1,P35,sweets,6
C125,1,P36,sweets,4
C125,1,P37,sweets,2
C125,1,P38,sweets,1
C125,1,P39,sweets,2
C125,1,P40,sweets,2
C125,1,P45,food,1
C125,1,P51,food,1
C125,1,P52,food,1
C125,1,P56,food,2
C125,1,P57,food,1
C125,1,P58,food,1
C125,1,P59,food,1
C125,1,P62,bws,1
C125,1,P63,bws,1
C126,4,P01,house,2
C126,4,P02,house,1
C126,4,P05,house,1
C126,4,P06,house,1
C126,4,P07,house,1
C126,4,P10,house,2
C126,4,P35,sweets,2
C126,4,P36,sweets,4
C126,4,P37,sweets,2
C126,4,P38,sweets,4
C126,4,P39,sweets,2
C126,4,P40,sweets,3
C127,4,P01,house,1
C127,4,P03,house,4
C127,4,P04,house,1
C127,4,P06,house,3
C127,4,P07,house,2
C127,4,P08,house,1
C127,4,P09,house,1
C127,4,P10,house,1
C127,4,P12,house,3
C127,4,P36,sweets,2
C127,4,P38,sweets,1
C127,4,P40,sweets,2
C128,5,P13,clothes,1
C128,5,P14,clothes,1
C128,5,P17,clothes,1
C128,5,P20,clothes,1
C128,5,P21,clothes,2
C128,5,P22,fruit_veg,1
C128,5,P24,fruit_veg,2
C128,5,P28,fruit_veg,2
C128,5,P29,fruit_veg,2
C128,5,P30,fruit_veg,1
C128,5,P32,fruit_veg,1
C128,5,P34,fruit_veg,3
C128,5,P37,sweets,1
C128,5,P38,sweets,2
C128,5,P39,sweets,1
C128,5,P42,food,1
C128,5,P43,food,1
C128,5,P45,food,3
C128,5,P47,food,1
C128,5,P48,food,1
C128,5,P49,food,1
C128,5,P53,food,1
C128,5,P56,food,1
C128,5,P57,food,2
C128,5,P60,food,1
C128,5,P61,bws,5
C128,5,P62,bws,5
C128,5,P63,bws,2
C128,5,P64,bws,3
C129,7,P23,fruit_veg,2
C129,7,P25,fruit_veg,2
C129,7,P26,fruit_veg,1
C129,7,P28,fruit_veg,1
C129,7,P29,fruit_veg,1
C129,7,P30,fruit_veg,1
C129,7,P31,fruit_veg,2
C129,7,P33,fruit_veg,1
C13,8,P22,fruit_veg,1
C13,8,P23,fruit_veg,4
C13,8,P24,fruit_veg,2
C13,8,P25,fruit_veg,1
C13,8,P26,fruit_veg,1
C13,8,P27,fruit_veg,1
C13,8,P28,fruit_veg,4
C13,8,P31,fruit_veg,1
C13,8,P32,fruit_veg,3
C13,8,P33,fruit_veg,3
C13,8,P41,food,2
C13,8,P44,food,1
C13,8,P45,food,1
C13,8,P46,food,4
C13,8,P48,food,1
C13,8,P49,food,1
C13,8,P50,food,2
C13,8,P52,food,1
C13,8,P53,food,3
C13,8,P55,food,2
C13,8,P56,food,2
C13,8,P57,food,2
C13,8,P59,food,1
C13,8,P60,food,1
C130,7,P22,fruit_veg,5
C130,7,P23,fruit_veg,7
C130,7,P24,fruit_veg,4
C130,7,P25,fruit_veg,5
C130,7,P26,fruit_veg,9
C130,7,P27,fruit_veg,6
C130,7,P28,fruit_veg,6
C130,7,P29,fruit_veg,6
C130,7,P30,fruit_veg,4
C130,7,P31,fruit_veg,6
C130,7,P32,fruit_veg,5
C130,7,P33,fruit_veg,2
C130,7,P34,fruit_veg,2
C131,4,P22,fruit_veg,1
C131,4,P23,fruit_veg,2
C131,4,P24,fruit_veg,2
C131,4,P25,fruit_veg,2
C131,4,P26,fruit_veg,1
C131,4,P28,fruit_veg,4
C131,4,P30,fruit_veg,3
C131,4,P32,fruit_veg,2
C131,4,P33,fruit_veg,1
C131,4,P34,fruit_veg,1
C131,4,P35,sweets,3
C131,4,P37,sweets,1
C131,4,P39,sweets,2
C131,4,P40,sweets,1
C131,4,P45,food,1
C131,4,P46,food,2
C131,4,P49,food,1
C131,4,P53,food,2
C131,4,P54,food,1
C131,4,P60,food,1
C132,7,P01,house,2
C132,7,P03,house,1
C132,7,P04,house,1
C132,7,P07,house,1
C132,7,P08,house,2
C132,7,P12,house,2
C132,7,P23,fruit_veg,1
C132,7,P24,fruit_veg,1
C132,7,P25,fruit_veg,1
C132,7,P26,fruit_veg,1
C132,7,P27,fruit_veg,2
C132,7,P28,fruit_veg,3
C132,7,P29,fruit_veg,1
C132,7,P30,fruit_veg,3
C132,7,P31,fruit_veg,1
C132,7,P32,fruit_veg,3
C132,7,P34,fruit_veg,1
C132,7,P35,sweets,2
C132,7,P36,sweets,2
C132,7,P37,sweets,4
C132,7,P39,sweets,4
C132,7,P40,sweets,2
C132,7,P44,food,1
C132,7,P45,food,1
C132,7,P46,food,2
C132,7,P47,food,2
C132,7,P48,food,3
C132,7,P52,food,2
C132,7,P54,food,1
C132,7,P56,food,2
C132,7,P57,food,2
C132,7,P59,food,1
C132,7,P61,bws,1
C132,7,P62,bws,1
C132,7,P63,bws,2
C132,7,P64,bws,2
C133,3,P02,house,1
C133,3,P04,house,1
C133,3,P09,house,1
C133,3,P22,fruit_veg,2
C133,3,P23,fruit_veg,2
C133,3,P25,fruit_veg,5
C133,3,P26,fruit_veg,1
C133,3,P27,fruit_veg,3
C133,3,P28,fruit_veg,4
C133,3,P29,fruit_veg,2
C133,3,P30,fruit_veg,4
C133,3,P31,fruit_veg,2
C133,3,P32,fruit_veg,1
C133,3,P33,fruit_veg,1
C133,3,P34,fruit_veg,7
C134,6,P13,clothes,1
C134,6,P14,clothes,1
C134,6,P15,clothes,1
C134,6,P18,clothes,1
C134,6,P20,clothes,2
C134,6,P21,clothes,1
C134,6,P22,fruit_veg,1
C134,6,P25,fruit_veg,1
C134,6,P31,fruit_veg,1
C134,6,P33,fruit_veg,1
C134,6,P45,food,1
C134,6,P47,food,2
C134,6,P48,food,1
C134,6,P49,food,2
C134,6,P50,food,1
C134,6,P55,food,2
C134,6,P57,food,1
C134,6,P61,bws,3
C134,6,P62,bws,3
C134,6,P63,bws,2
C134,6,P64,bws,6
C135,2,P61,bws,6
C135,2,P62,bws,2
C135,2,P63,bws,6
C135,2,P64,bws,5
C136,10,P23,fruit_veg,1
C136,10,P26,fruit_veg,1
C136,10,P28,fruit_veg,3
C136,10,P29,fruit_veg,1
C136,10,P30,fruit_veg,1
C136,10,P31,fruit_veg,1
C136,10,P32,fruit_veg,1
C136,10,P43,food,2
C136,10,P45,food,1
C136,10,P48,food,2
C136,10,P50,food,1
C136,10,P52,food,2
C136,10,P57,food,2
C136,10,P58,food,1
C136,10,P60,food,1
C136,10,P61,bws,7
C136,10,P62,bws,9
C136,10,P63,bws,4
C136,10,P64,bws,6
C137,9,P35,sweets,2
C137,9,P36,sweets,2
C137,9,P38,sweets,1
C137,9,P39,sweets,1
C137,9,P41,food,1
C137,9,P42,food,1
C137,9,P47,food,1
C137,9,P49,food,1
C137,9,P50,food,1
C137,9,P51,food,2
C137,9,P53,food,1
C137,9,P54,food,1
C137,9,P57,food,1
C137,9,P59,food,1
C14,3,P01,house,1
C14,3,P02,house,1
C14,3,P04,house,1
C14,3,P05,house,2
C14,3,P06,house,1
